FieldName,DataType
BEGDA_REAL,DATS
MISSINGTO,DATS
LIQ_CFL_DATE,DATS
ROBUILDYEAR,DATS
ACCIDENT_DATE,DATS
FINPOSVALIDTO,DATS
ABP_DATUM,DATS
WBS_SCD_ACTUAL_START_DATE,DATS
ISSUEDTNEW,DATS
DTGEN,DATS
SCHD_END_DATE,DATS
APP_DATE,DATS
POST_REV_DATE,DATS
LPDAT,DATS
DASC3,DATS
QUALIFYING_DATE,DATS
ASSIGNMENT_DATE,DATS
P46DT,DATS
ELM_KEY_FPENDEMA,DATS
DHRST,DATS
DBEAR_PR,DATS
NEW_PAYM_DATE,DATS
FROM_DATS2,DATS
DBEINTR,DATS
DGUEL_KK_HS,DATS
TRDAT,DATS
ERDAT_VBFA,DATS
YVGZGVON,DATS
EWCDA,DATS
FDATEA,DATS
BEFUND_RECDATE,DATS
FABRSLKTDT,DATS
ERSBI_MAX,DATS
AG_VBDTS,DATS
LAUFZB,DATS
BEGDA_IT,DATS
PRSCHDATE,DATS
UAUSTDAT,DATS
VALID_INP,DATS
LOWER_LIMIT_DATE,DATS
UTD19,DATS
LEIND_2,DATS
PUBL_FROM,DATS
BUDAT_RE,DATS
BILLDATE,DATS
INTEREST_FIRST_DUE_DATE,DATS
DEFAULT_VALDT,DATS
DATE_UNTIL,DATS
S_SHOWDAT,DATS
ELSTAM_GUELTIGAB,DATS
SELECTION_DATE_END,DATS
NONAVAIL_DATE,DATS
DATA_FINE_PERIODO,DATS
N3A_F12A22,DATS
ENDDATE_TO,DATS
ND6D_REC_DOC_DATE,DATS
LAST_TKT_DATE,DATS
OVRD_MIN_ROY_DT,DATS
ENDDATE11,DATS
RZHLDT,DATS
CREATE_DTE,DATS
LAST_CHGD_ON_DATE,DATS
REPLMT_DATE,DATS
DUEDATE2,DATS
D_ARC_R_PAY,DATS
CADVALIDFROM,DATS
ORG_DGUELTIG,DATS
BISSUEDT,DATS
FAEDN_TO,DATS
MVVON,DATS
REF_PUBLDATE,DATS
G4_LIC2_VALTO,DATS
JOB_ENDDATE,DATS
LTD_EXCHANGE_RATE_DATE,DATS
OLD_JOB_ENDDA,DATS
AVAILABILITY_DATE,DATS
LCHANGE,DATS
SUBDATEFROM,DATS
VALIDFROMN,DATS
MVKE_ISMCOLLDATE,DATS
CRTON,DATS
PB03_FUPER,DATS
V3DAT,DATS
EBGDT,DATS
DB_ANALYD,DATS
OFF_POST_DATE,DATS
YEAR_ABSCHL,DATS
ENSTEHDATLOT,DATS
DMWEND,DATS
DIAG_ONSETDATE,DATS
COSI_LAST_ORDER_DATE,DATS
SPLANSTFR,DATS
DATE_LT_IST,DATS
CANCEL_DATE,DATS
ZMB_DATE,DATS
MBDAT_LS,DATS
HON_CUR_ENTDT,DATS
ARC_DATUM,DATS
BOOK_BEGDA,DATS
REFDT_VERSV,DATS
PREVENTED_FROM,DATS
PRINTVZUNT,DATS
CMP_DATE,DATS
DERSTRAT,DATS
SEGMENTATION_VALIDFROM,DATS
START_SSFHD,DATS
PG_VALIDTO,DATS
EBR_DATE,DATS
IPEND,DATS
DELETION,DATS
CDBDISVALIDFROM,DATS
ISMMARKDATE,DATS
BEDRI,DATS
ABLDAT,DATS
BOOKDATE,DATS
AL75,DATS
DATE_LAST_13SAL,DATS
DGUELBIS2,DATS
DT_ALT,DATS
DATE_POST_FROM,DATS
DUZIVOZT,DATS
ADVPAYPFROM,DATS
ADAT_NEW,DATS
ALRV_PSTNGDATE,DATS
DAYSOFSUPPLYENDDATE,DATS
FIRSTRECDY,DATS
DPDAT,DATS
WPBPB,DATS
LFDAT_LIPS,DATS
ACCTASSOBJVALIDFROM,DATS
FIRSTDAY,DATS
FIN_DOCDAT,DATS
UNB40,DATS
STADATP,DATS
OLD_BEG,DATS
PREV_QUOTDATE,DATS
FIRSTENDDATE,DATS
HIEDATEFROM,DATS
OADTM,DATS
EARLIEST_MD_CHANGE_SINCE_PAYR,DATS
MRKTINTRTE,DATS
DWITHHUPTO,DATS
DOCDATE_OLD,DATS
CPRCD,DATS
ACT_PERIOD_END,DATS
ENKDT,DATS
ETPDT,DATS
MPDAT,DATS
PWEDT,DATS
START_DATE_MCP,DATS
UBZDT,DATS
LIQDT_MT,DATS
QUAN_DATE_TO,DATS
D_VALIDTO_SR,DATS
GREDT1,DATS
POLSUM_NEXT_DT,DATS
CHPO_DATE,DATS
DOKGV,DATS
RESUBMITDATE,DATS
EARLIEST_PERS_RECAL_DATE_TIME,DATS
FECHASUSP,DATS
EERST,DATS
DATSP,DATS
AECDATEOFISSUE,DATS
J_1APRODTC,DATS
AS4DATE_EX_OLD,DATS
PGRBDT,DATS
F30_X_SDATUM_SAP,DATS
RVBEG_LABEL,DATS
DFDAT,DATS
MH_FULL_REC_DATE,DATS
COND_FROM,DATS
REVEVPODAT,DATS
MEASVALIDFROM03,DATS
INDATE_RULE,DATS
DATESFROM,DATS
DPDAT_PO,DATS
LAEPR,DATS
DBHAB_HS,DATS
ENTLTG,DATS
LAST_BASIC_SCH_FINISH,DATS
INSERVICEDATE,DATS
DGUEL_ES,DATS
BEANC,DATS
TIMESTAMP,DATS
DATFOD,DATS
REGIST_UNTIL,DATS
ENT01,DATS
CONSTRAINT_FINISH_DATE,DATS
DATA_OF,DATS
TDATM,DATS
CLOSEDATE_CC,DATS
TRANSACTION_START,DATS
ASSETVALUEDATE,DATS
HASH_CREATE_DATE,DATS
ATDAT,DATS
ENTERED_DATE,DATS
RIGHT_OF_RETURN_VALID_FROM,DATS
POSSDATEFROM,DATS
DATE_ADCP,DATS
P_PMTTO,DATS
N3A_F12A70,DATS
DTEUR,DATS
UPDATBEW,DATS
TRAIN_ENDDA,DATS
AFDVO,DATS
HIE_CH_ON,DATS
DCLSD,DATS
BEG11,DATS
DAT00_KD,DATS
SCH_TODATE,DATS
BEGDTN,DATS
APPR_REQ_PRCD_ON,DATS
CREDAT_S,DATS
DHORIZONT,DATS
PRBEG,DATS
VENDOR_WARRANTY,DATS
BOUDE3,DATS
UTD30,DATS
ZU_CREA_DATE,DATS
MCHANGEDT,DATS
PERIODO_DESDE,DATS
SENDATERST,DATS
IF_ADATREAL,DATS
DRMBEG,DATS
KURRF_DAT_ORIG,DATS
OPTIONS_FOR_REFDATE,DATS
CONTRACT_VALID_FROM,DATS
F33_N_ZAHLD_SAP,DATS
DATE_ACTION,DATS
EXPIREDATE,DATS
INT_UNTIL,DATS
LAGBEG2,DATS
RANGETO,DATS
LFDAT_V,DATS
ORIG_ACQ_DATE,DATS
ATFIRSTADJMFROM,DATS
CHG_DATUM,DATS
J_1BLDAT,DATS
UTD37,DATS
IN_DATE,DATS
IMP_DATE,DATS
EWSTD,DATS
GWLDT_O_EQ,DATS
LATEST_WFM_DATE,DATS
SEN10,DATS
PBLDAT,DATS
CONDVALIDTO_N,DATS
END01,DATS
MORTGAGE_BASE_DATE,DATS
FAI_FROMDAT,DATS
ACQDA,DATS
RGDATE_A1,DATS
CREATE_TIME,DATS
ITEM2_DATE,DATS
PAYDT_STR,DATS
ENDTE,DATS
HCREATEDATE,DATS
LATE_SCHED_START_DATE_PROC,DATS
PSTER,DATS
LFDAT_CRD,DATS
ABS_ENDDA_11,DATS
FMBDAT,DATS
DOFFER_FR,DATS
STICHTG,DATS
BOOKTO_PAY,DATS
DZSTND,DATS
CUST_SINCE,DATS
LCOMM_DAT,DATS
WEVDT,DATS
DATE_PO,DATS
OEMOD,DATS
REFBEG,DATS
PPMUS,DATS
COUDF1,DATS
ERGVON,DATS
GUI_DATE,DATS
D3_LIC2_VALTO,DATS
KSBIS_AP,DATS
DSDAB,DATS
START_CONSTRAINT_DATE,DATS
DELIMIT_TO,DATS
SETTLEMENT_DATE,DATS
INBDA16,DATS
DEINVDAT,DATS
IEAVD,DATS
N3BG_VNE6,DATS
HZFBD,DATS
RMPSP_FOI_REVDAT,DATS
SBEINDT,DATS
IDT_CUR_ESTDATE,DATS
CALCTO,DATS
DOB01,DATS
PABLDTR,DATS
DATE_INTV_END,DATS
REODATE,DATS
KWDAT,DATS
AUSTG_DS,DATS
APD18,DATS
VERSION_TO,DATS
SUBROGATION_BEGDA,DATS
V0514,DATS
CDATE_LOW,DATS
CREATION_DATE_LOW,DATS
TST_DATS,DATS
BUDAT_ORIGPAY,DATS
N3BG_BES2,DATS
ENDDT_BIS,DATS
BZV_PERIOD_TO,DATS
SAP_SZ_TO,DATS
T2_LIC1_VALTO,DATS
ESDATE,DATS
HALTEDRBIS,DATS
VATD_DATE_MIN,DATS
ENDZR1,DATS
DDEFERRAL_FROM,DATS
PMTDAT,DATS
BLKDAT,DATS
COUDE3,DATS
BLINE_DATE,DATS
DAE25,DATS
DRDATEP,DATS
DATE_DAY,DATS
LAST_DAY_IN_YR,DATS
DATE_BLNTCTO,DATS
WMANLAUFD,DATS
BISTAG,DATS
BILTAG_KK,DATS
DEDU_ENDDA2,DATS
PAID_DATE,DATS
CONDVALIDTO_BD08,DATS
END_OF_USAGE,DATS
TAXPOINTDATE,DATS
PARAM_DATS,DATS
LD_VALID_FROM,DATS
EEDOB,DATS
SUERG,DATS
KEVON,DATS
EXCISE_INVOICE_DATE,DATS
CON_DUEDATE,DATS
CORRVALIDFROM,DATS
HDR_DATEFR,DATS
TOR_START_DATE,DATS
FIRSTINDEXDATE,DATS
MARC_MMSTD,DATS
DATE_RECEPTION,DATS
DATE_TO_IT,DATS
SELDTB,DATS
EXPIRES,DATS
CCDATE,DATS
SELFROM,DATS
T4314,DATS
ELDAT_EO,DATS
OCCUPANCY_TO,DATS
GLTRI,DATS
SPPE3,DATS
ERDATP,DATS
BEGDA_IP,DATS
KNAPPRVBEG,DATS
BUDAT_BEGIN_STD,DATS
FNOIR,DATS
CONDVALIDTO06,DATS
N3BGDRING,DATS
ZUVON,DATS
STARTDATEP,DATS
LCHDT,DATS
ACBEG,DATS
EXTDT,DATS
MOD_DATERO,DATS
EV_UMBDAT,DATS
INVOICE_FIRST,DATS
LDATE_IMG,DATS
BUSIBEGIN_DATE,DATS
MONATEND,DATS
BABEG,DATS
ISMRETURNBEGI,DATS
H_LDA_06,DATS
PRTEV,DATS
PRSBDAT06,DATS
FIRST_FUTURE_PLANNED_PRICE_VAL,DATS
UEDAT,DATS
UEN02,DATS
DLREND,DATS
ENDDA_IT,DATS
/SAPCEM/INVDAT,DATS
DEP_DATE,DATS
1ST_FREISTELL_84,DATS
TRANS_DATE,DATS
ZSTRGUEL,DATS
J_1APROVXC,DATS
REBEG,DATS
TDATECELE,DATS
AKEND,DATS
REL_MDATE,DATS
DPARC,DATS
RECDA,DATS
CCNTD,DATS
SOLDDATE,DATS
VALUE_DATE_1,DATS
G3_LIC1_VALTO,DATS
CARR3DATEADO,DATS
RPTO,DATS
CHGON,DATS
PBZT,DATS
AEDAT_TEXT,DATS
REB_DATETO,DATS
DSAB_AGKUEZU,DATS
EURO_CONVERSION_DATE,DATS
VONFK,DATS
APPDT32,DATS
LEDAT_BIS,DATS
REPLY,DATS
DBLDAT,DATS
SRV_OPENDATE,DATS
KYDAT,DATS
VD_REG_DAT_1,DATS
IMUSR08,DATS
BI,DATS
ANN07,DATS
TADATE,DATS
VALIDTOBU,DATS
CHNG_DATE,DATS
VALIDFROMBP,DATS
CUSTOMER_WARRANTY,DATS
FI_DUE_DATE,DATS
ATTEND_TO,DATS
CODE_ORDER_DATE,DATS
FRTAG20,DATS
CHNG_ON_FROM,DATS
DOC_DT_FR,DATS
ABSENCE_TO_C04,DATS
ABSENCE_TO_A05,DATS
DATLB_OL,DATS
FOUND_DATE,DATS
DECL_DATE_FROM,DATS
DABIS,DATS
APPROVEDDATET,DATS
PRNUM_DT,DATS
LAST_CC_DATE,DATS
VERFBKTAG_01,DATS
TIMEOUTDAT,DATS
AU_CLAI_FIRSTREG,DATS
VDP01,DATS
APPL_ON,DATS
DABLES,DATS
DCIDAT,DATS
PLSEZ,DATS
PART_DATE,DATS
PSOBT_FROM,DATS
DGUELTIG_01,DATS
BEGBA,DATS
DUEVO_DATE,DATS
DPDPO,DATS
SLUTT,DATS
DAT21,DATS
KNKK_NXTRV,DATS
CONDVALIDTO03,DATS
SPTDT,DATS
PSOBT_NEXT,DATS
AZEND3,DATS
ELM_KEY_FPBEGAPC,DATS
G1_LIC3_VALTO,DATS
UEBGDAT_ID,DATS
NON_INIT_DATE,DATS
DOAIS,DATS
DATAB_M03,DATS
DATAB_STD,DATS
DRENDDT,DATS
NORMAL_CASH_DISCOUNT_END_DATE,DATS
HANDOVER_DATE_EO,DATS
BEGDASTEDA,DATS
VM_VALID_FROM,DATS
DATOR,DATS
MAXTO,DATS
DATUB_CPY,DATS
DCALCDATE,DATS
EARL_SCHED_TEAR_START_DATE,DATS
SDATM,DATS
WBS_SCD_ACTUAL_FINISH_DATE,DATS
LAST_TICKETING_DATE,DATS
PDFINTFCHDATE,DATS
ERFDT,DATS
FOSR_DP,DATS
EXCNP,DATS
ACTUAL_END_DATE,DATS
LATEST_APPRAISAL_DATE,DATS
DSD,DATS
ABMDE,DATS
BSTDK_E,DATS
INRE2,DATS
ACTIVE_FROM,DATS
DEXDUEDATEORG,DATS
DKUENDDG_HB,DATS
DATE_SERVER,DATS
NKMPR,DATS
D20_AVDAT,DATS
DTPRI,DATS
ZINBG02,DATS
ABSENCE_START_DATE,DATS
DMIENKU,DATS
COENDDATE,DATS
LCHGDATE,DATS
F1_RGNDA,DATS
ZVIRDATEASSIGN,DATS
BOOK43,DATS
AMORTIZATIONATEND,DATS
DATBISOB1,DATS
SNTDATE,DATS
RNEDATE,DATS
F_VALID_T,DATS
FC_SIGNATURE_DATE,DATS
SUB_ABRDATS,DATS
LAST_UPD,DATS
BATCH_DAT,DATS
DABLF,DATS
AEGDT,DATS
UADBE,DATS
AUFLD,DATS
AP15,DATS
/BEV3/MEND,DATS
T1_LIC2_VALFROM,DATS
VIEDD,DATS
ANGDT,DATS
GLOBAL_DATE,DATS
DATUM_SVBEI,DATS
OFCNBEG_SP,DATS
TIMBRE_DATE,DATS
MANFO,DATS
DRMBOKDTTO,DATS
DATECONSTANT,DATS
DBZU_EAEND,DATS
SEN08,DATS
KDATB_KO,DATS
PREMIUM_DUE_DATE,DATS
D_VALIDFROM_SR,DATS
APVALTO,DATS
DAY_START,DATS
TZDAT,DATS
DATE_VALID,DATS
ORDSD,DATS
DATUV_ITM,DATS
EX_CREATED_DATE,DATS
ISHBLDAT,DATS
FECCOL,DATS
INV_DUE_DATE_PRO,DATS
EN210,DATS
BEGDA4,DATS
TIMESTAMP_D,DATS
PER_DEST_ENDDA,DATS
OIU_PRCS_DT,DATS
A4,DATS
MEASVALIDTO02,DATS
KGB30,DATS
OFFERED_OBJ_DATA_FROM,DATS
N6DKIGEDT,DATS
GK_DATE,DATS
VALUE_DATE_ORIG,DATS
RMPSP_DP_REVDATE,DATS
ZWBDT,DATS
LEWEDEP,DATS
ACT_FR,DATS
COH_ENDDA,DATS
CONS_FST_D,DATS
ENDDA_66_67_7,DATS
STRT_REL,DATS
APPRD,DATS
BEGZR03,DATS
IFECH,DATS
TESDT,DATS
END_DATE_OF_SHUT_IN,DATS
DATEV_2,DATS
WARTDAT,DATS
CLOSED,DATS
END27,DATS
REMIBEGINN,DATS
EDATU_MM,DATS
AW_ABFDT,DATS
FECHAFIRMA,DATS
ECKEN,DATS
VALUE_1XMIN_DATS,DATS
DE_EX_DATE16,DATS
KURS_BEGDA,DATS
CLOSINGDTE,DATS
SY_DATUM,DATS
TRMS,DATS
DATEDEP,DATS
NOTICE_DAT,DATS
VALID_FROMDT,DATS
NKS_STARTDATE,DATS
DEFERRALDATE,DATS
GADAT,DATS
SELECTION_LOW,DATS
PSD02,DATS
SORT_DUEGRID_DATE,DATS
AUFDATE,DATS
DHPZSALT,DATS
EE_RESIGNATION,DATS
DATE_DOC_D,DATS
ENDD05,DATS
P0003_PRDAT,DATS
XBUDAT,DATS
EEPPP,DATS
LOWER_BOUNDARY_VALID_FROM_DATE,DATS
CITO,DATS
DATBIM4,DATS
VERSION_FROM,DATS
USMD_DATE_TO,DATS
WI_DED_N,DATS
LAST_USED_DATA,DATS
ENDMC,DATS
OAL_DATE,DATS
JOBDFINISH,DATS
DATE_CLEAR,DATS
CNF_DAT,DATS
APPDT16,DATS
ISSUED,DATS
DPBEG,DATS
RECONDAT,DATS
ENT_DATE,DATS
PMNT_DATE_2,DATS
ASSIGNFROM,DATS
EDATU_SPLITT,DATS
OOWFM,DATS
VALUE_VALID_TO,DATS
PNR_CREATION_DATE,DATS
GSTRP_E,DATS
AUSWERT_DATUM,DATS
DISCDATE,DATS
LASTRUNDATE,DATS
PERIOD_END,DATS
VALID_DT_FR_GRP,DATS
ABSCHL_DATE,DATS
KLDATUM,DATS
BEGABLD,DATS
ORIG_CSP_FROM,DATS
PERIOD_BEGDT,DATS
BEGDA_ST,DATS
AFABG02,DATS
MAINTENANCE_COST_BASE_DATE,DATS
LAST_LOCAL_DATE,DATS
O_ENDDA,DATS
ERSCHDATTR,DATS
BERDATUM,DATS
TREAT_TO,DATS
START_DATEITM,DATS
DECL_04,DATS
FRDAT,DATS
MOCBASEDATE,DATS
CT_VALID_T,DATS
ISMCOLLDATE01,DATS
PR_CALC,DATS
BEG09,DATS
BEZUGSDAT,DATS
SELECT_DATE,DATS
FIRST_ACT_AP_BEGDA,DATS
RECNSCSPO,DATS
EARL_SCHED_PROC_START_DATE,DATS
AUSZV,DATS
RECNEND1ST,DATS
BASIC_EAR_START,DATS
PSTICH,DATS
VAT_DATE,DATS
SCHEDULED_FINISH,DATS
PAYDATENEXT,DATS
AEDAT_LK,DATS
JENDDA,DATS
TM_BEGDT,DATS
QQ_QUAL_BEGDA,DATS
USR08PRP,DATS
CALCULATED_FROM,DATS
DT_INI_ESCR,DATS
DKUEWU,DATS
RNEND1STOBJ,DATS
FT_PRDAT,DATS
UBS02,DATS
FIRST_POSTING_DATE,DATS
UPLD1,DATS
FPPEDATE,DATS
PLN_HOR_TO,DATS
EARLIEST_PERS_TIME_RA_DATE,DATS
COBEGDATE_SU,DATS
BEGD09,DATS
OFFSET_PST_DT,DATS
OCBEG13,DATS
F002_DATUM,DATS
QDATU,DATS
PERIOD_BEGDA,DATS
FAEDN2,DATS
TTX_STLD,DATS
OP_DATUM,DATS
FECHAEFIN,DATS
PL_POST_DATE,DATS
AS4DATE9L,DATS
EXTBEGDA,DATS
DMELDB_04,DATS
FREI_DAT,DATS
EXPORT_ALL_START_DATE,DATS
PEDD16,DATS
DEBERI2,DATS
AFABG2,DATS
TIMEINT_DATE_TO,DATS
FINAL_INSP_DATE,DATS
STRTPNODAT,DATS
EQUZ_AEDAT,DATS
CLEAN_ORDER_EXPERT_DATE,DATS
ZDPDFDATE,DATS
DTCOF,DATS
ET_BEGDA,DATS
EPEDA,DATS
SUB_TERM_START,DATS
ENTGB,DATS
FINISH_SEFHD,DATS
INVNTRY_DATE,DATS
LOWER_BOUNDARY_ISSUE_DATE,DATS
BUP0V,DATS
BEGDADB,DATS
C_DATE_A,DATS
COMM_SE_RE_DATE,DATS
BEGZR07,DATS
FEC_CONT,DATS
DEP_DAT02,DATS
HDATUM,DATS
PO_AEDAT,DATS
WEBPUBL_DATE_FRM,DATS
AZAEBEG,DATS
GUELTIG_BIS,DATS
NWCV_DATE_TO,DATS
DATE_DOC_C,DATS
PERIOD_TO03,DATS
INV_LIST_DATE,DATS
ED,DATS
PAYDT,DATS
S_RSDAT,DATS
L_PERIOD_END,DATS
LFDAT_LK,DATS
STDATP,DATS
N3BG_BHA3,DATS
SDLSTRTDT,DATS
FIN_RATTACHEMENT,DATS
FRMND,DATS
MOVEINEARLY,DATS
SLIM_MEAS_DATE,DATS
UP_DATE,DATS
BEGINDATE9,DATS
UPDATED_DATS,DATS
IDATE,DATS
PSYDT,DATS
CMMTTDDATE,DATS
V0512,DATS
INVBDATE,DATS
CHGDATE,DATS
FINISH_DATE_FORECAST,DATS
RET_DATE,DATS
IM_PERFORM,DATS
MZREND,DATS
LIMITED_CONTRACT_DATE,DATS
BEGDAB,DATS
DGEDAT,DATS
CP_MSGDT,DATS
URDAT,DATS
ISPIMMATD,DATS
MANF,DATS
DPABF,DATS
BAS_TAX_RT_DT,DATS
GLTBS,DATS
PURCH_DATE,DATS
CDAT5,DATS
EXERCISE_DATE13,DATS
TRANSACTION_END,DATS
DATA_ROLLUP_DATE,DATS
PROBATIONARY_DATE,DATS
START_CONS,DATS
VD_REG_DAT_4,DATS
CONFIRMED_FINISH,DATS
DATBG,DATS
SCHED_STDT,DATS
AMODB_OL,DATS
APPBNK_DATE,DATS
EINVFZ55INU,DATS
WBS_SCD_BASIC_FINISH_DATE,DATS
CHANG_DATE,DATS
BLDAT_CORR_REV,DATS
RECDATEPL,DATS
PROJECT_EFF_DATE_TO,DATS
YHABDAT,DATS
US_DATE,DATS
CDFIN,DATS
LAUFZE,DATS
SC_VAL_ENDDA,DATS
CLOSED_FROM,DATS
PEDTR,DATS
NEXT_SCHP,DATS
PA_DATA,DATS
HINZEND3,DATS
PER_SDATE,DATS
GB_K3,DATS
DBC_ENDDT,DATS
MONDAT,DATS
UBEXX,DATS
ABS_ENDDA_02,DATS
VALID_THRU,DATS
DAREG,DATS
SLFDT,DATS
STEMP,DATS
CPUDT_SEL,DATS
FIRSTDATE,DATS
CURRTRANSDATE,DATS
DATE_OF_CHANGE,DATS
EIN20,DATS
VKKAB_INIT,DATS
G3_LIC1_VALFROM,DATS
LABEG,DATS
ENDDAPAY,DATS
LWDATE,DATS
ZSTFBEG3,DATS
PRENDC,DATS
UTD42,DATS
RESCHED_DATE,DATS
DELIVPER_START,DATS
CLOSE_DATE,DATS
DATE_LOCAL,DATS
BIS_AKTMON,DATS
DATE_ACK,DATS
ELM_KEY_FPBEGAPP,DATS
ZLAEDAT,DATS
LNDREG_ENTRDT_RE,DATS
DATARILASCIO,DATS
ESTIM_LOW,DATS
DMIETF,DATS
SYNDICATE_LOAN_DATE,DATS
UVN18,DATS
AFABG,DATS
KRS1_BEGDA,DATS
ORIG_ACTUAL_FINISH,DATS
KUBD3,DATS
DO_EFF_DT,DATS
BEGCAN,DATS
DELIV_DATE_TO,DATS
DGUEL_KP_R,DATS
D_ACCRUAL,DATS
MAHDT,DATS
ABRDAT,DATS
BVENUR,DATS
VZ_DBERBIS,DATS
AVERAGING_STARTDATE,DATS
STDEN,DATS
DELFZ_MAX,DATS
APPROVALDATE,DATS
CONTING_DATE,DATS
ALDAT_PC,DATS
F07_N_SAP,DATS
PYLDT,DATS
ABR_DAT_B,DATS
LOCBEG,DATS
CP1_BLINE_DATE,DATS
CONT_END_DATE,DATS
EXERCISE_DATE19,DATS
JKAPBIS,DATS
CAP_DATE,DATS
ENDEND,DATS
BIDAT_OLD,DATS
EDLDT,DATS
FAEDE,DATS
DAUSL,DATS
VERWE,DATS
DT_E_S,DATS
RECNDCOMPLNT,DATS
ERSTELLDAT,DATS
GHO_VALID_FROM,DATS
DATE_OF_VALUATION,DATS
GT_EXCDATE,DATS
DEPARTUREDATE,DATS
H77_ACTNR_DATE,DATS
IDT_DATELOCAL,DATS
QQ_OBTAINDATE,DATS
BSPYEAR,DATS
ERDAT_ITEM,DATS
DT_INI_SERV_INF,DATS
ACTUAL_MLST_DATE,DATS
ERDATE,DATS
UVN13,DATS
KDATB_MM,DATS
RETURNBEGIN,DATS
LEIND_5,DATS
AUSAB,DATS
DVALUTTF,DATS
LAST_SALES_DT,DATS
MALFEND,DATS
SPBEDAT,DATS
DERF_SU,DATS
DERF_PR,DATS
OLD_POS_ENDDA,DATS
COL_DATS2_CONT,DATS
DATESUBMITMEDEXP,DATS
FILDA,DATS
DATE_DMT,DATS
HOLIDAY,DATS
DT_LCTO,DATS
PDISTDAT,DATS
EXPID,DATS
MARKET_RATE_DATE,DATS
DDATF,DATS
VALDTD,DATS
END_DECL,DATS
PORTFOLIO_DATE,DATS
ADT12,DATS
FAEDN_STD,DATS
VSDAY,DATS
SDATECHG,DATS
REM_CAP_CALC_D,DATS
AR_TIME,DATS
BIDAT,DATS
DECVATPERFDATE,DATS
BOOKLOCKTO,DATS
YVGZGBIS,DATS
EIC_DUE_DATE,DATS
FCMP_S_DATE,DATS
1ST_FREISTELL_80_84R80,DATS
D1_MNDATEADO,DATS
KURSDAT,DATS
PENDDT,DATS
USMD_DATE_FROM,DATS
NEW_DELETE_DATE,DATS
REQUESTED_DELIVERY_DATE,DATS
RCPORREQDATE,DATS
DERF_PA,DATS
PLANNED_DA,DATS
POSDTF,DATS
DACS,DATS
APEDT,DATS
DATEL,DATS
ACPUDT,DATS
DATE_LOADED,DATS
IENDDA,DATS
GEBDATUM,DATS
FINB_VALUE_DATE,DATS
INVCDT,DATS
REVENUE_FROM,DATS
INAC_ABANDON,DATS
DAT_TTG_END,DATS
LAST_TRANSFER,DATS
CONTROLFILE_TIMD,DATS
J_1APRODXP,DATS
FKVON,DATS
DZTERM_CONFIRMED,DATS
SETTL_TO,DATS
DVALUTA,DATS
BEDAT_BIS,DATS
SEND_DATE,DATS
DEFFECTTO,DATS
GWLEN_O,DATS
IDATUV,DATS
TDDAT_R_R,DATS
PRDATI,DATS
ASSGN_DATE,DATS
UMELD,DATS
CH_DATE_IT,DATS
LWOPB,DATS
UPLOADDATE,DATS
DATE_DEP,DATS
BEGDAE2_YRMIN1,DATS
COV_BEGIN,DATS
DATPA,DATS
OBJ_UPDDAT,DATS
ACQDT,DATS
MLD_BEG,DATS
BGNDATTO,DATS
DATNE,DATS
PDC_DATE,DATS
BUILDING_AGE_TO,DATS
APPROVEDATE,DATS
ZINBG14,DATS
MRE_BEGDA,DATS
ERSDA003,DATS
STSEIT,DATS
FCDDJ,DATS
EXCLDTE,DATS
AZBEG3,DATS
SEL_DATE,DATS
IVUSR09,DATS
CDT04,DATS
EHEGATTE_GBDAT,DATS
BEGIN_CONSTRUCTION_YEAR,DATS
VALID_FROM_DATS,DATS
ENDDA2,DATS
REPDT04,DATS
KUEDT,DATS
DATE_IN,DATS
DATE_PURCHASE_PRICE,DATS
OPENTO,DATS
MLBWI_DATE,DATS
VBEGDASTR,DATS
DT_AP,DATS
PGREDT,DATS
AFABG11,DATS
ENDDA_ELM,DATS
DPRAEFAELL,DATS
V_GWLDT,DATS
EMSED,DATS
FORWARD_DATE,DATS
RDATIB,DATS
TRANSPOSSFROM,DATS
IRATE_FOUND_DATE,DATS
VFDAT_INPUT,DATS
FI_ENTRY_DATE,DATS
DEXGENDATE,DATS
LMO_DATE,DATS
ENDDAABW,DATS
UNV40,DATS
VSAEDAT,DATS
LOW_ALDATE,DATS
ERDAT_LOW,DATS
STDMC,DATS
DATUM_EINS,DATS
ACCEPTREJECT_DT,DATS
PGBIS,DATS
PL_PROC_DATE,DATS
ARCLRUN,DATS
SBC_DATS,DATS
ALTDTEKT,DATS
SELECT_S_PERIOD,DATS
ERGVDT,DATS
DLASTDUEDATE,DATS
ENDDA_66_67_4,DATS
ZSTFBEG2,DATS
ADB_PTO,DATS
DDT13,DATS
CHEMICAL_SUBSTANCE_CHANGE_DATE,DATS
OBT_BEGDA,DATS
LEAVEENDDATE,DATS
FEC_NAC,DATS
IU_EDATE,DATS
FDATECELE,DATS
ABSENCE_FROM_A05,DATS
G3DBEINTR,DATS
J_1ADIDA,DATS
ORIG_ACTUAL_TEN_FINISH,DATS
RELEASED_ON,DATS
AVVRB,DATS
ABRECHDAT,DATS
DATUM_WIRKSAM_AB,DATS
ROUTINGDATE,DATS
OCCY_DATE,DATS
ACT_FIN_DATE,DATS
PLNDT,DATS
ITIN_LAST_UPD_DATE,DATS
OPENING_FROM,DATS
REQUESTEDLOADINGDATE2,DATS
DATEREPCONF,DATS
ATTEND_FROM,DATS
